,grade,male,preschool,expectBachelors,motherHS,motherWork,fatherHS,fatherWork,selfBornUS,motherBornUS,fatherBornUS,englishAtHome,computerForSchoolwork,read30MinsADay,minutesPerWeekEnglish,studentsInEnglish,schoolHasLibrary,publicSchool,urban,schoolSize,readingScore,American Indian/Alaska Native,Asian,Black,Hispanic,More than one race,Native Hawaiian/Other Pacific Islander,White
1358,9,1,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,300.0,30.0,1.0,1,0,754.0,350.06,0,0,0,0,0,1,0
1360,10,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,300.0,25.0,1.0,1,0,2000.0,472.24,0,0,0,0,0,0,1
1361,11,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,250.0,30.0,1.0,1,0,505.0,474.4,0,0,0,1,0,0,0
1362,10,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,275.0,25.0,1.0,1,0,1327.0,473.28,0,0,0,0,0,0,1
1363,10,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,275.0,12.0,1.0,0,1,915.0,557.69,0,0,0,0,0,0,1
1366,10,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,235.0,15.0,1.0,1,0,1828.0,445.32,0,0,0,0,0,0,1
1367,11,1,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,225.0,30.0,1.0,1,1,989.0,546.87,0,0,0,1,0,0,0
1368,11,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,275.0,18.0,1.0,1,0,2000.0,662.15,0,0,0,0,0,0,1
1369,10,1,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,250.0,25.0,1.0,1,0,636.0,550.8,0,0,0,0,0,0,1
1370,10,1,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,300.0,30.0,1.0,1,1,3261.0,644.84,0,0,0,1,0,0,0
1372,10,0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,250.0,15.0,1.0,0,1,915.0,571.08,0,0,0,0,0,0,1
1373,9,1,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,300.0,22.0,1.0,1,1,1400.0,349.98,0,0,1,0,0,0,0
1374,10,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,225.0,23.0,1.0,0,1,356.0,684.04,0,0,0,0,0,0,1
1375,9,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,270.0,30.0,1.0,1,1,1378.0,333.95,0,0,0,0,0,0,1
1376,10,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,270.0,25.0,1.0,1,0,996.0,544.87,0,0,0,0,0,0,1
1377,11,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,225.0,27.0,1.0,1,1,991.0,517.29,0,0,0,1,0,0,0
1378,9,0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,275.0,30.0,1.0,1,1,3261.0,539.06,0,0,0,0,0,0,1
1379,10,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,270.0,25.0,1.0,1,0,1489.0,587.04,0,0,0,0,0,0,1
1380,10,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,270.0,20.0,1.0,1,0,979.0,686.12,0,0,0,0,0,0,1
1381,10,0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,235.0,30.0,1.0,1,0,1828.0,487.82,0,0,0,0,0,0,1
1382,10,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,225.0,30.0,1.0,1,0,2748.0,556.17,0,0,0,0,0,0,1
1384,10,0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,250.0,33.0,1.0,1,0,1692.0,704.06,0,0,0,0,0,0,1
1385,10,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,250.0,30.0,1.0,0,0,1064.0,515.61,0,0,0,0,0,0,1
1387,10,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,270.0,30.0,1.0,1,0,1900.0,599.83,0,0,0,1,0,0,0
1389,10,1,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,250.0,20.0,1.0,1,0,850.0,387.98,0,0,0,0,0,0,1
1390,10,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200.0,17.0,1.0,0,1,356.0,502.12,0,0,0,0,0,0,1
1391,10,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,210.0,20.0,1.0,1,1,991.0,545.11,0,0,0,0,0,0,1
1393,10,1,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,240.0,15.0,1.0,1,0,1380.0,481.61,0,0,0,0,0,0,1
1394,10,0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,280.0,15.0,0.0,1,1,502.0,514.51,0,0,0,0,0,0,1
1395,10,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,240.0,22.0,1.0,1,0,1680.0,491.32,0,0,0,0,0,0,1
1397,11,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,258.0,30.0,1.0,1,0,1812.0,586.01,0,0,0,0,0,0,1
1398,10,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,275.0,21.0,1.0,1,0,1526.0,510.22,0,0,0,0,0,0,1
1400,11,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,255.0,21.0,1.0,0,1,570.0,554.39,0,1,0,0,0,0,0
1401,11,0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,240.0,15.0,1.0,1,1,1900.0,722.41,0,0,0,0,0,0,1
1402,11,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,250.0,25.0,1.0,1,1,1723.0,621.12,0,0,0,0,0,0,1
1403,10,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200.0,25.0,1.0,1,0,1680.0,461.53,0,0,0,0,0,0,1
1404,10,1,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,200.0,20.0,1.0,1,0,434.0,652.21,0,0,0,0,0,0,1
1405,10,0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,225.0,25.0,1.0,1,0,1327.0,511.02,0,0,1,0,0,0,0
1407,10,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,225.0,17.0,1.0,1,0,1327.0,606.59,0,0,0,1,0,0,0
1408,10,1,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,175.0,30.0,1.0,1,0,1913.0,581.18,0,0,0,0,0,0,1
1409,10,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,250.0,25.0,1.0,1,1,2203.0,640.59,0,0,0,0,0,0,1
1410,11,0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,235.0,20.0,0.0,1,1,991.0,598.96,0,0,1,0,0,0,0
1414,10,0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,225.0,40.0,1.0,1,0,149.0,563.13,0,0,0,0,0,0,1
1415,10,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,250.0,30.0,0.0,0,1,308.0,622.31,0,0,0,0,0,0,1
1416,10,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,225.0,25.0,1.0,1,0,1610.0,630.66,0,0,0,0,0,0,1
1418,9,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,225.0,12.0,1.0,1,0,347.0,443.97,0,0,0,0,0,0,1
1421,9,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,270.0,24.0,1.0,1,0,850.0,531.72,0,0,0,0,0,0,1
1422,11,1,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,275.0,33.0,1.0,1,1,3164.0,468.79,0,0,0,0,0,0,1
1424,11,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,264.0,35.0,1.0,1,0,2402.0,497.12,0,0,0,0,0,0,1
1425,10,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,300.0,25.0,1.0,1,1,2144.0,535.96,0,0,0,0,0,0,1
1426,10,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,300.0,24.0,1.0,1,0,434.0,493.72,0,0,0,0,0,0,1
1427,11,1,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,225.0,30.0,1.0,1,0,754.0,465.58,0,0,0,1,0,0,0
1428,10,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,300.0,25.0,1.0,1,0,347.0,698.42,0,0,0,0,0,0,1
1433,10,0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,225.0,27.0,1.0,0,1,308.0,405.92,0,0,1,0,0,0,0
1434,10,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,250.0,12.0,1.0,0,1,915.0,704.96,0,0,0,0,0,0,1
1437,10,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,360.0,30.0,1.0,1,0,1295.0,649.32,0,0,0,0,0,0,1
1438,10,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,200.0,16.0,1.0,1,0,509.0,568.06,0,0,0,0,0,0,1
1441,10,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,300.0,30.0,1.0,1,0,1295.0,492.51,0,0,0,0,0,0,1
1442,10,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,180.0,18.0,1.0,1,0,261.0,516.18,0,0,1,0,0,0,0
1443,11,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,225.0,14.0,1.0,1,0,1848.0,682.21,0,0,0,0,0,0,1
1444,10,1,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,250.0,20.0,1.0,1,0,400.0,483.62,0,0,0,1,0,0,0
1445,10,0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,260.0,16.0,1.0,1,0,3004.0,658.38,0,0,0,0,0,0,1
1446,10,1,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,180.0,20.0,1.0,1,0,887.0,648.76,0,0,0,0,0,0,1
1447,10,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,270.0,20.0,1.0,1,0,196.0,569.88,0,0,0,0,0,0,1
1448,11,1,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,230.0,18.0,1.0,1,0,1828.0,544.63,0,0,0,1,0,0,0
1449,10,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,240.0,30.0,1.0,0,1,570.0,564.83,0,1,0,0,0,0,0
1450,9,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,300.0,18.0,1.0,1,0,434.0,622.71,0,0,0,0,0,0,1
1451,11,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,210.0,18.0,1.0,1,0,996.0,551.85,0,0,0,0,0,0,1
1452,10,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200.0,25.0,1.0,1,0,1680.0,531.99,0,0,0,0,0,0,1
1453,11,0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,330.0,35.0,1.0,1,1,2942.0,538.03,0,0,0,1,0,0,0
1454,10,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,275.0,15.0,1.0,1,0,400.0,453.88,0,0,0,0,1,0,0
1455,10,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,232.0,15.0,1.0,1,0,2710.0,495.13,0,0,0,1,0,0,0
1456,10,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,250.0,25.0,1.0,1,0,1064.0,514.64,0,0,0,0,0,0,1
1458,10,1,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,225.0,26.0,1.0,1,0,358.0,443.29,0,0,0,0,0,0,1
1459,9,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,225.0,16.0,1.0,1,0,276.0,397.68,0,0,0,0,0,0,1
1462,10,0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,250.0,35.0,1.0,1,1,2004.0,486.0,0,0,0,0,0,0,1
1463,11,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,225.0,20.0,1.0,0,1,356.0,549.6,0,0,0,0,0,0,1
1464,10,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,270.0,24.0,1.0,1,0,1471.0,505.93,0,0,0,0,0,0,1
1465,10,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,280.0,20.0,1.0,1,0,227.0,539.38,0,0,0,1,0,0,0
1467,10,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,250.0,7.0,1.0,1,0,1233.0,490.35,0,0,0,0,0,0,1
1468,10,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,350.0,23.0,1.0,1,0,1295.0,577.74,0,0,0,0,0,0,1
1469,10,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,250.0,25.0,1.0,1,0,1380.0,553.77,0,0,0,0,0,0,1
1471,11,0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,225.0,26.0,1.0,1,1,2640.0,480.04,0,0,0,1,0,0,0
1472,10,1,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,245.0,29.0,1.0,1,0,366.0,475.6,0,0,1,0,0,0,0
1473,10,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,225.0,31.0,1.0,1,1,2162.0,331.54,0,0,1,0,0,0,0
1475,10,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,300.0,33.0,1.0,1,1,2255.0,514.88,0,0,1,0,0,0,0
1476,10,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,160.0,20.0,1.0,0,1,1212.0,549.92,0,0,0,0,0,0,1
1477,11,1,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,250.0,30.0,1.0,1,0,1382.0,625.76,0,1,0,0,0,0,0
1479,10,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,225.0,20.0,1.0,1,0,2748.0,456.6,0,0,0,0,0,0,1
1480,10,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,400.0,20.0,1.0,1,0,2041.0,563.39,0,0,1,0,0,0,0
1482,11,0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,275.0,25.0,1.0,1,0,2000.0,732.42,0,1,0,0,0,0,0
1484,10,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,240.0,25.0,1.0,1,0,1380.0,497.12,0,0,0,0,0,0,1
1485,10,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,270.0,22.0,1.0,1,0,196.0,462.24,0,0,0,0,0,0,1
1487,10,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,300.0,30.0,1.0,1,0,347.0,435.04,0,1,0,0,0,0,0
1490,10,0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,240.0,9.0,1.0,1,0,149.0,559.87,0,0,0,0,0,0,1
1491,10,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,200.0,25.0,1.0,0,1,356.0,585.69,0,0,0,0,0,0,1
1493,11,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,275.0,30.0,1.0,1,1,2149.0,560.11,0,0,0,0,1,0,0
1500,10,1,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,225.0,22.0,1.0,1,0,1250.0,398.64,0,0,0,0,0,0,1
1501,11,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,270.0,30.0,1.0,1,1,1619.0,509.83,0,0,1,0,0,0,0
1502,10,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,135.0,19.0,1.0,1,0,196.0,461.57,0,0,0,0,0,0,1
1504,11,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,225.0,25.0,1.0,1,0,850.0,622.47,0,0,0,0,0,0,1
1505,10,0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,300.0,19.0,1.0,1,0,362.0,508.72,0,0,0,0,0,0,1
1507,9,1,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,225.0,9.0,1.0,1,1,1110.0,435.92,0,0,0,0,1,0,0
1509,11,0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,140.0,32.0,1.0,1,0,1295.0,517.77,0,0,0,0,0,0,1
1512,9,0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,300.0,30.0,1.0,1,1,3592.0,464.71,0,0,0,1,0,0,0
1514,10,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,250.0,30.0,1.0,1,0,929.0,558.66,0,0,0,0,0,0,1
1520,10,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,270.0,15.0,1.0,1,0,261.0,416.09,0,0,0,0,0,0,1
1521,10,0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,300.0,30.0,1.0,1,1,1046.0,598.24,0,0,0,0,0,0,1
1523,10,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,225.0,31.0,1.0,0,0,1064.0,520.26,0,0,0,0,0,0,1
1524,11,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,225.0,32.0,1.0,1,1,1095.0,579.58,0,1,0,0,0,0,0
1525,9,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,225.0,30.0,1.0,1,0,2878.0,328.09,0,0,0,0,1,0,0
1526,9,1,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,180.0,30.0,1.0,1,1,989.0,407.94,0,1,0,0,0,0,0
1527,10,0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,360.0,40.0,1.0,1,1,2886.0,364.85,0,0,0,1,0,0,0
1528,10,1,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,275.0,39.0,1.0,1,1,3592.0,470.63,0,0,0,0,0,1,0
1529,10,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,240.0,30.0,1.0,1,0,1812.0,518.89,0,0,0,0,0,0,1
1530,10,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,270.0,14.0,1.0,1,0,196.0,641.62,0,0,0,0,0,0,1
1531,10,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,250.0,20.0,1.0,1,0,276.0,661.16,0,0,0,0,0,0,1
1532,9,1,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,235.0,30.0,1.0,1,0,2878.0,623.67,0,0,0,0,0,0,1
1536,10,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,275.0,30.0,1.0,1,0,2041.0,562.89,0,0,0,0,0,0,1
1537,10,0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,300.0,39.0,1.0,1,1,3164.0,473.28,0,0,0,0,0,0,1
1538,10,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,275.0,28.0,1.0,1,0,1692.0,389.32,0,0,0,1,0,0,0
1540,11,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,225.0,30.0,1.0,1,0,1610.0,502.6,0,0,0,0,0,0,1
1541,9,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,300.0,34.0,1.0,1,1,3138.0,446.82,0,0,0,1,0,0,0
1543,10,0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,270.0,26.0,1.0,0,1,570.0,552.17,0,0,0,0,0,0,1
1544,11,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,275.0,30.0,1.0,1,0,2041.0,629.7,0,0,0,0,0,0,1
1545,11,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,250.0,36.0,1.0,1,1,1763.0,537.31,0,0,0,1,0,0,0
1547,10,1,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,250.0,40.0,1.0,1,1,2646.0,580.62,0,0,0,1,0,0,0
1548,10,1,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,225.0,20.0,1.0,1,0,636.0,605.71,0,0,0,0,0,0,1
1550,10,0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,120.0,19.0,1.0,1,0,1733.0,634.71,0,0,0,0,0,0,1
1551,11,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,270.0,40.0,1.0,1,1,1734.0,621.27,0,0,0,0,0,0,1
1554,10,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,350.0,30.0,1.0,1,0,712.0,501.66,0,0,0,0,0,0,1
1556,10,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,275.0,20.0,1.0,1,0,1526.0,604.35,0,0,0,0,0,0,1
1557,10,0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,225.0,25.0,1.0,1,0,276.0,425.22,0,0,0,0,0,0,1
1558,9,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,200.0,30.0,1.0,1,0,1733.0,377.8,0,0,0,1,0,0,0
1560,10,0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,275.0,20.0,1.0,1,0,362.0,435.95,0,0,0,0,0,0,1
1562,10,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,270.0,15.0,1.0,1,0,261.0,690.05,0,0,0,0,0,0,1
1566,11,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,275.0,28.0,1.0,1,0,316.0,659.02,0,0,0,0,0,0,1
1567,10,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,270.0,15.0,1.0,1,0,389.0,651.31,0,0,0,0,0,0,1
1573,10,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,300.0,23.0,1.0,1,1,2144.0,533.66,0,0,0,1,0,0,0
1574,10,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,300.0,30.0,1.0,1,1,2255.0,495.16,0,0,0,0,0,0,1
1577,10,1,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,250.0,20.0,1.0,1,0,316.0,471.19,0,0,0,0,0,0,1
1578,11,0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,200.0,30.0,1.0,1,1,2640.0,415.13,0,0,0,1,0,0,0
1579,9,1,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,150.0,20.0,1.0,1,0,1733.0,387.34,0,0,0,0,0,0,1
1582,11,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,225.0,30.0,1.0,1,1,1392.0,503.15,0,0,1,0,0,0,0
1583,10,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,225.0,8.0,1.0,1,0,247.0,602.69,0,0,0,0,0,0,1
1584,11,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,225.0,25.0,0.0,1,1,1640.0,661.48,0,0,0,0,0,0,1
1586,10,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,150.0,30.0,1.0,1,1,2080.0,577.74,0,0,0,0,0,0,1
